ID;Level;Word;Pinyin;Normalized;Meaning;Sentence;Sentence_Pinyin;Sentence_Normalized;Sentence_Meaning;Category
L7-0614;Advanced;绰号;chuòhào;chuohao;nickname;绰号的时候要注意安全。;chuò hào de shí hòu yào zhù yì ān quán 。;chuo hao de shi hou yao zhu yi an quan 。;be careful when nickname.;Daily
L7-0615;Advanced;瓷;cí;ci;porcelain;你知道瓷的意思吗？;nǐ zhī dào cí de yì si ma ？;ni zhi dao ci de yi si ma ？;do you know the meaning of porcelain?;Daily
L7-0616;Advanced;瓷器;cíqì;ciqi;porcelain;瓷器改变了我的生活方式。;cí qì gǎi biàn le wǒ de shēng huó fāng shì 。;ci qi gai bian le wo de sheng huo fang shi 。;porcelain changed my way of life.;Daily
L7-0617;Advanced;辞;cí;ci;word;我给妈妈打了一个辞。;wǒ gěi mā mā dǎ le yí gè cí 。;wo gei ma ma da le yi ge ci 。;i gave my mom a word.;Communication
L7-0618;Advanced;辞呈;cíchéng;cicheng;resignation;辞呈是我们经常用到的东西。;cí chéng shì wǒ men jīng cháng yòng dào de dōng xī 。;ci cheng shi wo men jing chang yong dao de dong xi 。;resignation is something we often use.;Daily
L7-0619;Advanced;辞去;cíqù;ciqu;resignation;请把辞去递给我。;qǐng bǎ cí qù dì gěi wǒ 。;qing ba ci qu di gei wo 。;please pass me the resignation.;Daily
L7-0620;Advanced;辞退;cítuì;citui;resignation;辞退让人印象深刻。;cí tuì ràng rén yìn xiàng shēn kè 。;ci tui rang ren yin xiang shen ke 。;resignation is very impressive.;Daily
L7-0621;Advanced;慈善;císhàn;cishan;charitable;我觉得慈善非常重要。;wǒ jué de cí shàn fēi cháng zhòng yào 。;wo jue de ci shan fei chang zhong yao 。;i think charitable is very important.;Daily
L7-0622;Advanced;慈祥;cíxiáng;cixiang;kindly;慈祥的时候要注意安全。;cí xiáng de shí hòu yào zhù yì ān quán 。;ci xiang de shi hou yao zhu yi an quan 。;be careful when kindly.;Daily
L7-0623;Advanced;磁带;cídài;cidai;magnetic tape;你知道磁带的意思吗？;nǐ zhī dào cí dài de yì si ma ？;ni zhi dao ci dai de yi si ma ？;do you know the meaning of magnetic tape?;Daily
L7-0624;Advanced;磁卡;cíkǎ;cika;magnetic card;坐磁卡比打车便宜多了。;zuò cí kǎ bǐ dǎ chē pián yi duō le 。;zuo ci ka bi da che pian yi duo le 。;taking the magnetic card is much cheaper than a taxi.;Transport
L7-0625;Advanced;磁盘;cípán;cipan;disk;这个磁盘在日常生活中很有用。;zhè ge cí pán zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge ci pan zai ri chang sheng huo zhong hen you yong 。;this disk is very useful in daily life.;Daily
L7-0626;Advanced;此起彼伏;cǐqǐ-bǐfú;ciqi-bifu;rising and falling;他每天早上都此起彼伏。;tā měi tiān zǎo shàng dōu cǐ qǐ bǐ fú 。;ta mei tian zao shang dou ci qi bi fu 。;he rising and falling every morning.;Activity
L7-0627;Advanced;次日;cìrì;ciri;the next day;请把次日递给我。;qǐng bǎ cì rì dì gěi wǒ 。;qing ba ci ri di gei wo 。;please pass me the the next day.;Daily
L7-0628;Advanced;伺候;cìhou;cihou;serve;伺候让人印象深刻。;cì hòu ràng rén yìn xiàng shēn kè 。;ci hou rang ren yin xiang shen ke 。;serve is very impressive.;Daily
L7-0629;Advanced;刺耳;cì'ěr;ci'er;piercing;我觉得刺耳非常重要。;wǒ jué de cì ěr fēi cháng zhòng yào 。;wo jue de ci er fei chang zhong yao 。;i think piercing is very important.;Daily
L7-0630;Advanced;刺骨;cìgǔ;cigu;bone-chilling;刺骨对保持健康很重要。;cì gǔ duì bǎo chí jiàn kāng hěn zhòng yào 。;ci gu dui bao chi jian kang hen zhong yao 。;bone-chilling is very important for staying healthy.;Health
L7-0631;Advanced;刺绣;cìxiù;cixiu;embroidery;你知道刺绣的意思吗？;nǐ zhī dào cì xiù de yì si ma ？;ni zhi dao ci xiu de yi si ma ？;do you know the meaning of embroidery?;Daily
L7-0632;Advanced;赐;cì;ci;bestow;赐改变了我的生活方式。;cì gǎi biàn le wǒ de shēng huó fāng shì 。;ci gai bian le wo de sheng huo fang shi 。;bestow changed my way of life.;Daily
L7-0633;Advanced;赐教;cìjiào;cijiao;instruction;这个赐教在日常生活中很有用。;zhè ge cì jiào zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge ci jiao zai ri chang sheng huo zhong hen you yong 。;this instruction is very useful in daily life.;Daily
L7-0634;Advanced;匆匆;cōngcōng;congcong;hurriedly;匆匆是我们经常用到的东西。;cōng cōng shì wǒ men jīng cháng yòng dào de dōng xī 。;cong cong shi wo men jing chang yong dao de dong xi 。;hurriedly is something we often use.;Daily
L7-0635;Advanced;匆忙;cōngmáng;congmang;hurry;请把匆忙递给我。;qǐng bǎ cōng máng dì gěi wǒ 。;qing ba cong mang di gei wo 。;please pass me the hurry.;Daily
L7-0636;Advanced;葱;cōng;cong;scallions;葱的时候要专心。;cōng de shí hòu yào zhuān xīn 。;cong de shi hou yao zhuan xin 。;pay attention when scallions.;Activity
L7-0637;Advanced;从今以后;cóng jīn yǐhòu;cong jin yihou;from now on;从今以后的天气真不错。;cóng jīn yǐ hòu de tiān qì zhēn bù cuò 。;cong jin yi hou de tian qi zhen bu cuo 。;the weather from now on is really nice.;Time
L7-0638;Advanced;从来不;cónglái bù;conglai bu;never;我从来不要早点睡觉。;wǒ cóng lái bú yào zǎo diǎn shuì jiào 。;wo cong lai bu yao zao dian shui jiao 。;i want to sleep early never.;Time
L7-0639;Advanced;从容;cóngróng;congrong;calm;你知道从容的意思吗？;nǐ zhī dào cóng róng de yì si ma ？;ni zhi dao cong rong de yi si ma ？;do you know the meaning of calm?;Daily
L7-0640;Advanced;从容不迫;cóngróng-bùpò;congrong-bupo;calm and unhurried;从容不迫改变了我的生活方式。;cóng róng bù pò gǎi biàn le wǒ de shēng huó fāng shì 。;cong rong bu po gai bian le wo de sheng huo fang shi 。;calm and unhurried changed my way of life.;Daily
L7-0641;Advanced;从头;cóngtóu;congtou;from the beginning;这个从头在日常生活中很有用。;zhè ge cóng tóu zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge cong tou zai ri chang sheng huo zhong hen you yong 。;this from the beginning is very useful in daily life.;Daily
L7-0642;Advanced;从未;cóngwèi;congwei;never;会议定在从未开始。;huì yì dìng zài cóng wèi kāi shǐ 。;hui yi ding zai cong wei kai shi 。;the meeting is scheduled to start never.;Time
L7-0643;Advanced;从业;cóngyè;congye;employment;请把从业递给我。;qǐng bǎ cóng yè dì gěi wǒ 。;qing ba cong ye di gei wo 。;please pass me the employment.;Daily
L7-0644;Advanced;从早到晚;cóngzǎo-dàowǎn;congzao-daowan;from morning to night;他从早到晚才能下班。;tā cóng zǎo dào wǎn cái néng xià bān 。;ta cong zao dao wan cai neng xia ban 。;he can only get off work from morning to night.;Time
L7-0645;Advanced;丛林;cónglín;conglin;jungle;我觉得丛林非常重要。;wǒ jué de cóng lín fēi cháng zhòng yào 。;wo jue de cong lin fei chang zhong yao 。;i think jungle is very important.;Daily
L7-0646;Advanced;凑;còu;cou;minato;凑的时候要注意安全。;còu de shí hòu yào zhù yì ān quán 。;cou de shi hou yao zhu yi an quan 。;be careful when minato.;Daily
L7-0647;Advanced;凑合;còuhe;couhe;coucou;你知道凑合的意思吗？;nǐ zhī dào còu hé de yì si ma ？;ni zhi dao cou he de yi si ma ？;do you know the meaning of coucou?;Daily
L7-0648;Advanced;凑巧;còuqiǎo;couqiao;minato;凑巧改变了我的生活方式。;còu qiǎo gǎi biàn le wǒ de shēng huó fāng shì 。;cou qiao gai bian le wo de sheng huo fang shi 。;minato changed my way of life.;Daily
L7-0649;Advanced;粗暴;cūbào;cubao;rough;这个粗暴在日常生活中很有用。;zhè ge cū bào zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge cu bao zai ri chang sheng huo zhong hen you yong 。;this rough is very useful in daily life.;Daily
L7-0650;Advanced;粗糙;cūcāo;cucao;rough;粗糙是我们经常用到的东西。;cū cāo shì wǒ men jīng cháng yòng dào de dōng xī 。;cu cao shi wo men jing chang yong dao de dong xi 。;rough is something we often use.;Daily
L7-0651;Advanced;粗鲁;cūlǔ;culu;rude;请把粗鲁递给我。;qǐng bǎ cū lǔ dì gěi wǒ 。;qing ba cu lu di gei wo 。;please pass me the rude.;Daily
L7-0652;Advanced;粗略;cūlüè;culve;roughly;粗略让人印象深刻。;cū lüè ràng rén yìn xiàng shēn kè 。;cu lve rang ren yin xiang shen ke 。;roughly is very impressive.;Daily
L7-0653;Advanced;粗心大意;cūxīn-dàyì;cuxin-dayi;careless;比起开车，我更喜欢坐粗心大意。;bǐ qǐ kāi chē ， wǒ gèng xǐ huān zuò cū xīn dà yì 。;bi qi kai che ， wo geng xi huan zuo cu xin da yi 。;compared to driving, I prefer taking the careless.;Transport
L7-0654;Advanced;促成;cùchéng;cucheng;facilitate;促成的时候要注意安全。;cù chéng de shí hòu yào zhù yì ān quán 。;cu cheng de shi hou yao zhu yi an quan 。;be careful when facilitate.;Daily
L7-0655;Advanced;簇拥;cùyōng;cuyong;crowd;你知道簇拥的意思吗？;nǐ zhī dào cù yōng de yì si ma ？;ni zhi dao cu yong de yi si ma ？;do you know the meaning of crowd?;Daily
L7-0656;Advanced;窜;cuàn;cuan;竄;窜改变了我的生活方式。;cuàn gǎi biàn le wǒ de shēng huó fāng shì 。;cuan gai bian le wo de sheng huo fang shi 。;竄 changed my way of life.;Daily
L7-0657;Advanced;催;cuī;cui;urge;这个催在日常生活中很有用。;zhè ge cuī zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge cui zai ri chang sheng huo zhong hen you yong 。;this urge is very useful in daily life.;Daily
L7-0658;Advanced;催促;cuīcù;cuicu;urge;催促是我们经常用到的东西。;cuī cù shì wǒ men jīng cháng yòng dào de dōng xī 。;cui cu shi wo men jing chang yong dao de dong xi 。;urge is something we often use.;Daily
L7-0659;Advanced;催眠;cuīmián;cuimian;hypnosis;请把催眠递给我。;qǐng bǎ cuī mián dì gěi wǒ 。;qing ba cui mian di gei wo 。;please pass me the hypnosis.;Daily
L7-0660;Advanced;摧毁;cuīhuǐ;cuihui;destroy;摧毁让人印象深刻。;cuī huǐ ràng rén yìn xiàng shēn kè 。;cui hui rang ren yin xiang shen ke 。;destroy is very impressive.;Daily
L7-0661;Advanced;脆弱;cuìruò;cuiruo;fragile;我觉得脆弱非常重要。;wǒ jué de cuì ruò fēi cháng zhòng yào 。;wo jue de cui ruo fei chang zhong yao 。;i think fragile is very important.;Daily
L7-0662;Advanced;翠绿;cuìlǜ;cuilv;emerald green;请把翠绿洗干净。;qǐng bǎ cuì lǜ xǐ gān jìng 。;qing ba cui lv xi gan jing 。;please wash the emerald green clean.;Appearance
L7-0663;Advanced;存放;cúnfàng;cunfang;storage;你知道存放的意思吗？;nǐ zhī dào cún fàng de yì si ma ？;ni zhi dao cun fang de yi si ma ？;do you know the meaning of storage?;Daily
L7-0664;Advanced;存心;cúnxīn;cunxin;deliberately;存心改变了我的生活方式。;cún xīn gǎi biàn le wǒ de shēng huó fāng shì 。;cun xin gai bian le wo de sheng huo fang shi 。;deliberately changed my way of life.;Daily
L7-0665;Advanced;存折;cúnzhé;cunzhe;passbook;这个存折在日常生活中很有用。;zhè ge cún zhé zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge cun zhe zai ri chang sheng huo zhong hen you yong 。;this passbook is very useful in daily life.;Daily
L7-0666;Advanced;搓;cuō;cuo;twist;搓是我们经常用到的东西。;cuō shì wǒ men jīng cháng yòng dào de dōng xī 。;cuo shi wo men jing chang yong dao de dong xi 。;twist is something we often use.;Daily
L7-0667;Advanced;磋商;cuōshāng;cuoshang;consultation;请把磋商递给我。;qǐng bǎ cuō shāng dì gěi wǒ 。;qing ba cuo shang di gei wo 。;please pass me the consultation.;Daily
L7-0668;Advanced;挫折;cuòzhé;cuozhe;frustration;挫折让人印象深刻。;cuò zhé ràng rén yìn xiàng shēn kè 。;cuo zhe rang ren yin xiang shen ke 。;frustration is very impressive.;Daily
L7-0669;Advanced;措手不及;cuòshǒu-bùjí;cuoshou-buji;caught off guard;我觉得措手不及非常重要。;wǒ jué de cuò shǒu bù jí fēi cháng zhòng yào 。;wo jue de cuo shou bu ji fei chang zhong yao 。;i think caught off guard is very important.;Daily
L7-0670;Advanced;错别字;cuòbiézì;cuobiezi;misspelling;错别字的时候要注意安全。;cuò bié zì de shí hòu yào zhù yì ān quán 。;cuo bie zi de shi hou yao zhu yi an quan 。;be careful when misspelling.;Daily
L7-0671;Advanced;错觉;cuòjué;cuojue;illusion;他觉得错觉很难受。;tā jué de cuò jué hěn nán shòu 。;ta jue de cuo jue hen nan shou 。;he feels very uncomfortable with illusion.;Health
L7-0672;Advanced;错位;cuòwèi;cuowei;misalignment;错位改变了我的生活方式。;cuò wèi gǎi biàn le wǒ de shēng huó fāng shì 。;cuo wei gai bian le wo de sheng huo fang shi 。;misalignment changed my way of life.;Daily
L7-0673;Advanced;错综复杂;cuòzōng-fùzá;cuozong-fuza;intricate;这个错综复杂在日常生活中很有用。;zhè ge cuò zōng fù zá zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge cuo zong fu za zai ri chang sheng huo zhong hen you yong 。;this intricate is very useful in daily life.;Daily
L7-0674;Advanced;搭乘;dāchéng;dacheng;take;搭乘是我们经常用到的东西。;dā chéng shì wǒ men jīng cháng yòng dào de dōng xī 。;da cheng shi wo men jing chang yong dao de dong xi 。;take is something we often use.;Daily
L7-0675;Advanced;搭建;dājiàn;dajian;set up;请把搭建递给我。;qǐng bǎ dā jiàn dì gěi wǒ 。;qing ba da jian di gei wo 。;please pass me the set up.;Daily
L7-0676;Advanced;达标;dábiāo;dabiao;meets standards;达标让人印象深刻。;dá biāo ràng rén yìn xiàng shēn kè 。;da biao rang ren yin xiang shen ke 。;meets standards is very impressive.;Daily
L7-0677;Advanced;答辩;dábiàn;dabian;answer;我收到了他的答辩。;wǒ shōu dào le tā de dá biàn 。;wo shou dao le ta de da bian 。;i received his answer.;Communication
L7-0678;Advanced;打岔;dǎchà;dacha;interrupt;打岔的时候要注意安全。;dǎ chà de shí hòu yào zhù yì ān quán 。;da cha de shi hou yao zhu yi an quan 。;be careful when interrupt.;Daily
L7-0679;Advanced;打倒;dǎdǎo;dadao;defeat;打倒对身体有很多好处。;dǎ dǎo duì shēn tǐ yǒu hěn duō hǎo chù 。;da dao dui shen ti you hen duo hao chu 。;defeat has many health benefits.;Food
L7-0680;Advanced;打盹儿;dǎdǔnr;dadunr;nap;打盹儿改变了我的生活方式。;dǎ dǔn ér gǎi biàn le wǒ de shēng huó fāng shì 。;da dun er gai bian le wo de sheng huo fang shi 。;nap changed my way of life.;Daily
L7-0681;Advanced;打交道;dǎ jiāodao;da jiaodao;dealing with;这个打交道在日常生活中很有用。;zhè ge dǎ jiāo dào zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge da jiao dao zai ri chang sheng huo zhong hen you yong 。;this dealing with is very useful in daily life.;Daily
L7-0682;Advanced;打搅;dǎjiǎo;dajiao;disturbing;打搅是我们经常用到的东西。;dǎ jiǎo shì wǒ men jīng cháng yòng dào de dōng xī 。;da jiao shi wo men jing chang yong dao de dong xi 。;disturbing is something we often use.;Daily
L7-0683;Advanced;打捞;dǎlāo;dalao;salad;请把打捞递给我。;qǐng bǎ dǎ lāo dì gěi wǒ 。;qing ba da lao di gei wo 。;please pass me the salad.;Daily
L7-0684;Advanced;打量;dǎliang;daliang;sizing up;打量让人印象深刻。;dǎ liàng ràng rén yìn xiàng shēn kè 。;da liang rang ren yin xiang shen ke 。;sizing up is very impressive.;Daily
L7-0685;Advanced;打猎;dǎliè;dalie;hunting;我觉得打猎非常重要。;wǒ jué de dǎ liè fēi cháng zhòng yào 。;wo jue de da lie fei chang zhong yao 。;i think hunting is very important.;Daily
L7-0686;Advanced;打磨;dǎmó;damo;polishing;打磨的时候要注意安全。;dǎ mó de shí hòu yào zhù yì ān quán 。;da mo de shi hou yao zhu yi an quan 。;be careful when polishing.;Daily
L7-0687;Advanced;打通;dǎtōng;datong;get through;你知道打通的意思吗？;nǐ zhī dào dǎ tōng de yì si ma ？;ni zhi dao da tong de yi si ma ？;do you know the meaning of get through?;Daily
L7-0688;Advanced;打仗;dǎzhàng;dazhang;fight;打仗改变了我的生活方式。;dǎ zhàng gǎi biàn le wǒ de shēng huó fāng shì 。;da zhang gai bian le wo de sheng huo fang shi 。;fight changed my way of life.;Daily
L7-0689;Advanced;打招呼;dǎ zhāohu;da zhaohu;greet;这个打招呼在日常生活中很有用。;zhè ge dǎ zhāo hū zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge da zhao hu zai ri chang sheng huo zhong hen you yong 。;this greet is very useful in daily life.;Daily
